,TPR_scores,FPR_scores
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,1.0,1.0
0.04,1.0,1.0
0.05,1.0,0.9990645463049579
0.06,1.0,0.9990645463049579
0.07,1.0,0.9985968194574368
0.08,1.0,0.9985968194574368
0.09,0.998567335243553,0.9967259120673526
0.1,0.998567335243553,0.9953227315247896
0.11,0.997134670487106,0.9939195509822264
0.12,0.997134670487106,0.9934518241347053
0.13,0.997134670487106,0.9929840972871843
0.14,0.997134670487106,0.9911131898971001
0.15,0.997134670487106,0.990177736202058
0.16,0.997134670487106,0.990177736202058
0.17,0.997134670487106,0.9883068288119738
0.18,0.995702005730659,0.9873713751169317
0.19,0.995702005730659,0.9859681945743686
0.2,0.995702005730659,0.9817586529466792
0.21,0.995702005730659,0.980355472404116
0.22,0.995702005730659,0.9784845650140318
0.23,0.995702005730659,0.9775491113189897
0.24,0.995702005730659,0.9766136576239476
0.25,0.995702005730659,0.9747427502338635
0.26,0.995702005730659,0.9742750233863424
0.27,0.995702005730659,0.9733395696913003
0.28,0.994269340974212,0.971000935453695
0.29,0.9928366762177651,0.9667913938260057
0.3,0.9928366762177651,0.9658559401309635
0.31,0.9928366762177651,0.9635173058933583
0.32,0.9928366762177651,0.9625818521983162
0.33,0.9914040114613181,0.961646398503274
0.34,0.9899713467048711,0.960710944808232
0.35,0.9899713467048711,0.960243217960711
0.36,0.9899713467048711,0.9588400374181478
0.37,0.9885386819484241,0.9550982226379794
0.38,0.9885386819484241,0.9532273152478953
0.39,0.9885386819484241,0.9518241347053321
0.4,0.9885386819484241,0.9494855004677268
0.41,0.9856733524355301,0.9462114125350796
0.42,0.9842406876790831,0.9448082319925164
0.43,0.9842406876790831,0.9443405051449953
0.44,0.9842406876790831,0.9424695977549111
0.45,0.9828080229226361,0.9377923292797007
0.46,0.9828080229226361,0.9326473339569691
0.47,0.9828080229226361,0.9303086997193639
0.48,0.9828080229226361,0.9289055191768008
0.49,0.9828080229226361,0.9260991580916744
0.5,0.9799426934097422,0.9223573433115061
0.51,0.9770773638968482,0.9186155285313377
0.52,0.9770773638968482,0.9158091674462114
0.53,0.9770773638968482,0.9111318989710009
0.54,0.9756446991404012,0.9078578110383536
0.55,0.9713467048710601,0.9031805425631432
0.56,0.9699140401146131,0.9008419083255379
0.57,0.9670487106017192,0.8947614593077643
0.58,0.9670487106017192,0.8882132834424696
0.59,0.9656160458452722,0.8854069223573433
0.6,0.9641833810888252,0.8783910196445276
0.61,0.9613180515759312,0.8737137511693172
0.62,0.9598853868194842,0.8681010289990645
0.63,0.9570200573065902,0.8643592142188962
0.64,0.9541547277936963,0.8606173994387278
0.65,0.9512893982808023,0.8564078578110383
0.66,0.9512893982808023,0.852198316183349
0.67,0.9469914040114613,0.8461178671655754
0.68,0.9426934097421203,0.842843779232928
0.69,0.9398280802292264,0.8381665107577175
0.7,0.9383954154727794,0.8344246959775491
0.71,0.9269340974212035,0.8274087932647334
0.72,0.9212034383954155,0.8246024321796072
0.73,0.9197707736389685,0.8199251637043966
0.74,0.9140401146131805,0.813376987839102
0.75,0.9083094555873925,0.8068288119738073
0.76,0.9040114613180515,0.7984097287184284
0.77,0.9025787965616046,0.7932647333956969
0.78,0.8954154727793696,0.7825070159027128
0.79,0.8868194842406877,0.774555659494855
0.8,0.8825214899713467,0.7689429373246024
0.81,0.8681948424068768,0.7628624883068288
0.82,0.8553008595988538,0.7558465855940131
0.83,0.83810888252149,0.7492984097287184
0.84,0.8123209169054442,0.7385406922357344
0.85,0.7936962750716332,0.7301216089803555
0.86,0.7750716332378224,0.7160898035547241
0.87,0.7593123209169055,0.7006548175865295
0.88,0.7507163323782235,0.6875584658559402
0.89,0.7421203438395415,0.6753975678203928
0.9,0.7335243553008596,0.656688493919551
0.91,0.7063037249283668,0.6384471468662302
0.92,0.664756446991404,0.6188026192703461
0.93,0.6303724928366762,0.59822263797942
0.94,0.6031518624641834,0.5734331150608045
0.95,0.5401146131805158,0.5332086061739943
0.96,0.501432664756447,0.49812909260991584
0.97,0.47564469914040114,0.4616463985032741
0.98,0.41260744985673353,0.41908325537885877
0.99,0.3467048710601719,0.37324602432179604
1.0,0.0,0.0
