,TPR_scores,FPR_scores
0.0,0.9951476500762512,0.9952893674293405
0.01,0.9884929987522528,0.9786899955136833
0.02,0.9823929017052544,0.965343203230148
0.03,0.9751836961042563,0.9521646478241363
0.04,0.9686676833495078,0.9398272768057425
0.05,0.9635380562872591,0.9263122476446837
0.06,0.9584084292250103,0.913133692238672
0.07,0.9536947178705115,0.9013571108120233
0.08,0.9477332593927631,0.8896926873037236
0.09,0.9438513794537641,0.876514131897712
0.1,0.9374740052682656,0.8641206819201436
0.11,0.9312352696520172,0.8518393898609242
0.12,0.9247192568972689,0.8407357559443697
0.13,0.9187577984195203,0.8291274113952445
0.14,0.9129349785110218,0.8175751458052939
0.15,0.9058644114792735,0.8051816958277255
0.16,0.9004575072785249,0.7939098250336474
0.17,0.8933869402467767,0.7828622700762674
0.18,0.8853459032302786,0.7715903992821893
0.19,0.8788298904755303,0.7618326603858232
0.2,0.8724525162900318,0.7500560789591745
0.21,0.8662137806737834,0.7379991027366533
0.22,0.8577568279495356,0.7260542844324809
0.23,0.8505476223485373,0.7159600717810678
0.24,0.8416747539165396,0.7047442799461642
0.25,0.8350201025925412,0.6936967249887842
0.26,0.8255926798835436,0.6821444593988335
0.27,0.8176902814362956,0.6692462987886945
0.28,0.8115901843892971,0.6577501121579183
0.29,0.8028559545265492,0.6457492148945716
0.3,0.7952308332178012,0.6353746074472858
0.31,0.7876057119090532,0.6255047106325706
0.32,0.7754055178150562,0.6132234185733513
0.33,0.7681963122140579,0.6031292059219381
0.34,0.7619575765978095,0.5928106774338269
0.35,0.7529460695965617,0.5817631224764468
0.36,0.7437959240260641,0.5707155675190668
0.37,0.7353389713018161,0.5590511440107672
0.38,0.7266047414390684,0.5477792732166891
0.39,0.7173159572993206,0.5374607447285779
0.4,0.7096908359905726,0.5282077164647824
0.41,0.7027589075280744,0.5186182144459399
0.42,0.6944405933730764,0.508019291161956
0.43,0.6829335921253292,0.4970838941229251
0.44,0.6725356994315819,0.4867092866756393
0.45,0.6622764453070844,0.47605428443248093
0.46,0.6516012754748371,0.4668012561686855
0.47,0.6407874670733398,0.4559780170480036
0.48,0.6308054900873423,0.4457155675190668
0.49,0.6215167059475947,0.43405114401076716
0.5,0.6115347289615971,0.42289143113503813
0.51,0.6008595591293497,0.41431135038133693
0.52,0.5897684735893526,0.40427321668909827
0.53,0.5789546651878552,0.393954688200987
0.54,0.5692499653403577,0.3830753701211306
0.55,0.5594066269236101,0.3728689995513683
0.56,0.5497019270761125,0.36311126065500227
0.57,0.5395813115208651,0.35357783759533423
0.58,0.5301538888118674,0.34348362494392104
0.59,0.5204491889643699,0.3335015702108569
0.6,0.5074171634548732,0.32351951547779273
0.61,0.4953556079301262,0.31280843427545985
0.62,0.48384860668237906,0.30305069537909374
0.63,0.47414390683488145,0.2939659039928219
0.64,0.4629141827256343,0.28426424405563033
0.65,0.4523776514626369,0.27478689995513683
0.66,0.43934562595314014,0.26687976671152985
0.67,0.4271454318591432,0.25936518618214444
0.68,0.41425204491889644,0.2503364737550471
0.69,0.4027450436711493,0.2420367877972185
0.7,0.39248578954665186,0.23457828622700763
0.71,0.3791764868986552,0.2253813369223867
0.72,0.3678081242201581,0.21685733512786004
0.73,0.3525578816026619,0.207323912068192
0.74,0.3373076389851657,0.1984073575594437
0.75,0.32704838486066823,0.18932256617317184
0.76,0.3136004436434216,0.17967698519515476
0.77,0.29973658671842507,0.17042395693135937
0.78,0.28545681408567863,0.1610587707492149
0.79,0.27339525856093166,0.15292732166890982
0.8,0.2609177873284348,0.14378645132346343
0.81,0.24691529183418828,0.13554284432480934
0.82,0.2352696520171912,0.12791610587707491
0.83,0.22029668653819492,0.11978465679676985
0.84,0.20379869679744905,0.11098026020637057
0.85,0.1911825869957022,0.10127860026917901
0.86,0.17579370580895606,0.09292283535217587
0.87,0.1604048246222099,0.08428667563930013
0.88,0.14945237765146263,0.07744504262000897
0.89,0.13683626784971578,0.06959398833557649
0.9,0.12214057950921947,0.06056527590847914
0.91,0.10952446970747262,0.05327501121579183
0.92,0.09455150422847636,0.04598474652310453
0.93,0.08262858727297934,0.03959174517720951
0.94,0.06904200748648275,0.03202108568864962
0.95,0.05448495771523638,0.024450426200089727
0.96,0.03992790794399002,0.018786451323463436
0.97,0.025370858172743656,0.01306639748766263
0.98,0.013170664078746707,0.006785554060116644
0.99,0.004436434215998891,0.002187079407806191
1.0,0.0,0.0
