,TPR_scores,FPR_scores
0.0,0.9930680715375018,0.9888963660834454
0.01,0.9930680715375018,0.9888963660834454
0.02,0.9886316373215028,0.9804284432480933
0.03,0.9853043116595037,0.973250336473755
0.04,0.9789269374740053,0.9644459398833558
0.05,0.9751836961042563,0.955585464333782
0.06,0.9729654789962567,0.9467810677433827
0.07,0.9694995147650076,0.9379205921938089
0.08,0.9657562733952586,0.9277142216240467
0.09,0.9628448634410093,0.9161058770749215
0.1,0.9606266463330099,0.9078061911170928
0.11,0.9571606821017608,0.8973755047106325
0.12,0.9534174407320116,0.8889075818752804
0.13,0.9485650908082629,0.879878869448183
0.14,0.943990018023014,0.8692238672050246
0.15,0.9377512824067655,0.8606437864513234
0.16,0.9344239567447664,0.8506617317182593
0.17,0.9308193539442673,0.8427545984746523
0.18,0.9265215582975184,0.8343988335576492
0.19,0.9244419797587689,0.8260991475998205
0.2,0.9202828226812699,0.8174069089277703
0.21,0.9152918341882712,0.8082099596231493
0.22,0.9089144600027728,0.7983400628084343
0.23,0.9050325800637737,0.7898160610139076
0.24,0.9007347844170248,0.780114401076716
0.25,0.8951892416470262,0.7706370569762225
0.26,0.8860390960765285,0.7608793180798564
0.27,0.8803549147372799,0.7492709735307312
0.28,0.8741161791210315,0.7394571556751907
0.29,0.8681547206432829,0.7295872588604756
0.3,0.8598364064882851,0.7180349932705249
0.31,0.8545681408567863,0.7081650964558098
0.32,0.847913489532788,0.6975661731718259
0.33,0.8431997781782892,0.6893786451323464
0.34,0.8365451268542908,0.6800695379093764
0.35,0.8307223069457923,0.6713772992373261
0.36,0.8225426313600444,0.6618438761776582
0.37,0.8149175100512963,0.653488111260655
0.38,0.8086787744350479,0.6432256617317182
0.39,0.803687785942049,0.6321220278151638
0.4,0.7968944960488008,0.6215791834903545
0.41,0.7927353389713018,0.6140085240017945
0.42,0.7828920005545543,0.6017833109017496
0.43,0.7756827949535561,0.5926985195154778
0.44,0.7688895050603077,0.5831090174966352
0.45,0.7586302509358104,0.5728465679676985
0.46,0.7522528767503119,0.5650515926424405
0.47,0.7426868154720643,0.555574248541947
0.48,0.7347844170248163,0.5457604306864065
0.49,0.7284070428393179,0.5371242709735308
0.5,0.71981145154582,0.5277030058322117
0.51,0.7116317759600721,0.5209174517720951
0.52,0.7024816303895743,0.5115522655899507
0.53,0.6926382919728269,0.501626289816061
0.54,0.6834881464023291,0.4917563930013459
0.55,0.6718425065853321,0.4788021534320323
0.56,0.6607514210453348,0.46747420367877973
0.57,0.6545126854290864,0.4575482279048901
0.58,0.6457784555663385,0.4471175414984298
0.59,0.6344100928878414,0.4357335127860027
0.6,0.6245667544710939,0.4269291161956034
0.61,0.6144461389158464,0.41711529834006283
0.62,0.6008595591293497,0.40561911170928666
0.63,0.5876888950506031,0.3953005832211754
0.64,0.5774296409261056,0.38391655450874834
0.65,0.5649521696936087,0.3720838941229251
0.66,0.5553861084153612,0.3648497083894123
0.67,0.5417995286288646,0.3540825482279049
0.68,0.5334812144738666,0.34572678331090173
0.69,0.5244697074726189,0.3360251233737102
0.7,0.5128240676556218,0.32570659488559894
0.71,0.5032580063773742,0.3160610139075819
0.72,0.49369194509912656,0.30776132794975325
0.73,0.48301677526687925,0.297442799461642
0.74,0.47414390683488145,0.2879654553611485
0.75,0.4613891584638847,0.27618887393449976
0.76,0.45057535006238736,0.2665432929564827
0.77,0.44003881879939,0.2572902646926873
0.78,0.427977263274643,0.24657918349035443
0.79,0.4163316234576459,0.23687752355316286
0.8,0.4075973935948981,0.2284656796769852
0.81,0.3915153195619021,0.21696949304620905
0.82,0.3765423540829059,0.20670704351727232
0.83,0.36489671426590875,0.19818304172274562
0.84,0.35061694163316237,0.18836922386720503
0.85,0.3353666990156662,0.1787797218483625
0.86,0.3251074448911687,0.169302377747869
0.87,0.3076389851656731,0.16189995513683267
0.88,0.2922501039789269,0.1532077164647824
0.89,0.2727020657146818,0.1421040825482279
0.9,0.24913350894218772,0.1319537909376402
0.91,0.23041730209344238,0.11894347240915208
0.92,0.21502842090669624,0.10929789143113504
0.93,0.1968667683349508,0.09735307312696276
0.94,0.18106197144045474,0.08709062359802602
0.95,0.1629003188687093,0.07772543741588156
0.96,0.1455704977124636,0.06858456707043517
0.97,0.1287952308332178,0.058434275459847466
0.98,0.11188132538472204,0.048788694481830416
0.99,0.08623319007347845,0.03420816509645581
1.0,0.0,0.0
