,TPR_scores,FPR_scores
0.0,0.9980590600305005,0.9902983400628085
0.01,0.9980590600305005,0.9902983400628085
0.02,0.9957022043532511,0.9819986541049798
0.03,0.9943158186607515,0.9761664423508299
0.04,0.9908498544295022,0.9679228353521758
0.05,0.9887702758907528,0.9595109914759982
0.06,0.9868293359212533,0.9504262000897263
0.07,0.9848883959517538,0.9419021982951996
0.08,0.9822542631360044,0.9319201435621355
0.09,0.9793428531817552,0.9205921938088829
0.1,0.9772632746430057,0.9127972184836249
0.11,0.9747677803965064,0.9028151637505608
0.12,0.9721336475807569,0.8947397936294302
0.13,0.9657562733952586,0.88604755495738
0.14,0.9625675863025094,0.8753925527142217
0.15,0.9574379592402606,0.8670367877972185
0.16,0.9553583807015111,0.8574472857783759
0.17,0.9530015250242617,0.8498205473306415
0.18,0.9493969222237626,0.84185733512786
0.19,0.9467627894080133,0.8339502018842531
0.2,0.9428809094690143,0.8251458052938537
0.21,0.9388603909607652,0.8158366980708838
0.22,0.9327602939137668,0.8059107222969941
0.23,0.9294329682517677,0.7976671152983401
0.24,0.9244419797587689,0.7879654553611485
0.25,0.9205600998197698,0.7791610587707493
0.26,0.9150145570497712,0.7696837146702558
0.27,0.9101622071260225,0.7579632122027815
0.28,0.9036461943712741,0.7485980260206371
0.29,0.8994870372937751,0.7385598923283984
0.3,0.8926937474005269,0.726502916105877
0.31,0.8865936503535283,0.7162965455361149
0.32,0.8816026618605296,0.7064266487213997
0.33,0.8770275890752808,0.6986316733961417
0.34,0.8716206848745321,0.6894347240915208
0.35,0.8659365035352835,0.6806864064602961
0.36,0.8587272979342854,0.6711529834006281
0.37,0.8516567309025371,0.6624607447285779
0.38,0.8462498267017884,0.6521982951996411
0.39,0.8409815610702898,0.6409825033647375
0.4,0.8352973797310411,0.6302153432032301
0.41,0.8305836683765424,0.6228129205921938
0.42,0.8221267156522944,0.6108681022880216
0.43,0.8163038957437959,0.6021758636159713
0.44,0.8104810758352974,0.5923059668012561
0.45,0.8031332316650492,0.5824360699865411
0.46,0.7982808817413004,0.5748093315388066
0.47,0.7898239290170526,0.5659488559892328
0.48,0.7817828920005545,0.5564154329295649
0.49,0.7758214335228061,0.5476671152983401
0.5,0.7694440593373076,0.5380776132794975
0.51,0.7623734923055594,0.531516375056079
0.52,0.7536392624428115,0.5217586361597129
0.53,0.744211839733814,0.5121691341408704
0.54,0.7368639955635657,0.5024674742036788
0.55,0.7272979342853182,0.48945715567519066
0.56,0.7181477887148204,0.4784096007178107
0.57,0.711909053098572,0.46820323014804843
0.58,0.7023429918203244,0.4577164647824136
0.59,0.6901427977263275,0.4464445939883356
0.6,0.6818244835713295,0.43780843427545985
0.61,0.6712879523083322,0.4286675639300135
0.62,0.6583945653680854,0.4179564827276806
0.63,0.6475807569665881,0.40763795423956933
0.64,0.6355192014418412,0.3951884253028264
0.65,0.6235962844863441,0.38402871242709735
0.66,0.6141688617773464,0.3772431583669807
0.67,0.6018300291140996,0.36597128757290265
0.68,0.5922639678358519,0.35677433826828175
0.69,0.579786496603355,0.346511888739345
0.7,0.5635657840011091,0.3351278600269179
0.71,0.5551088312768612,0.32458501570210857
0.72,0.5454041314293636,0.3157806191117093
0.73,0.5329266601968667,0.3057985643786451
0.74,0.5228060446416193,0.2968259309107223
0.75,0.5049216692083738,0.2854979811574697
0.76,0.49299875225287676,0.2746747420367878
0.77,0.4796894496048801,0.2654217137729924
0.78,0.4619437127408845,0.25487886944818305
0.79,0.45057535006238736,0.2445603409600718
0.8,0.44170248163038955,0.23586810228802155
0.81,0.42492721475114376,0.22465231045311798
0.82,0.4103701649798974,0.21399730820995963
0.83,0.3987245251629003,0.20558546433378197
0.84,0.38181061971440455,0.19532301480484524
0.85,0.3682240399279079,0.1863503813369224
0.86,0.35422154443366144,0.17642440556303274
0.87,0.3364758075696659,0.1680125616868551
0.88,0.31900734784417023,0.1585912965455361
0.89,0.2987661167336753,0.14765589950650515
0.9,0.2803271870234299,0.13744952893674292
0.91,0.2588382087896853,0.12421489457155675
0.92,0.24136974906418965,0.11389636608344549
0.93,0.21891030084569527,0.10099820547330642
0.94,0.1972826840427007,0.0905114401076716
0.95,0.17939830860945516,0.08013683266038582
0.96,0.15929571606821016,0.06953790937640197
0.97,0.140024954942465,0.05938761776581427
0.98,0.12324968806321919,0.049405563032750115
0.99,0.08692638291972826,0.03471287572902647
1.0,0.0,0.0
