,TPR_scores,FPR_scores
0.0,1.0,1.0
0.01,1.0,1.0
0.02,1.0,1.0
0.03,1.0,1.0
0.04,1.0,1.0
0.05,1.0,1.0
0.06,1.0,1.0
0.07,1.0,1.0
0.08,1.0,1.0
0.09,1.0,1.0
0.1,1.0,1.0
0.11,1.0,1.0
0.12,1.0,1.0
0.13,1.0,1.0
0.14,1.0,1.0
0.15,1.0,1.0
0.16,1.0,1.0
0.17,1.0,1.0
0.18,1.0,1.0
0.19,1.0,1.0
0.2,1.0,0.999532273152479
0.21,1.0,0.9990645463049579
0.22,1.0,0.9985968194574368
0.23,1.0,0.9985968194574368
0.24,1.0,0.9985968194574368
0.25,1.0,0.9985968194574368
0.26,1.0,0.9981290926099158
0.27,1.0,0.9976613657623947
0.28,1.0,0.9976613657623947
0.29,1.0,0.9967259120673526
0.3,1.0,0.9957904583723106
0.31,0.998567335243553,0.9953227315247896
0.32,0.998567335243553,0.9953227315247896
0.33,0.998567335243553,0.9953227315247896
0.34,0.998567335243553,0.9948550046772685
0.35,0.998567335243553,0.9948550046772685
0.36,0.998567335243553,0.9939195509822264
0.37,0.998567335243553,0.9925163704396632
0.38,0.998567335243553,0.990645463049579
0.39,0.998567335243553,0.990177736202058
0.4,0.998567335243553,0.989242282507016
0.41,0.998567335243553,0.9887745556594949
0.42,0.998567335243553,0.9887745556594949
0.43,0.995702005730659,0.9878391019644528
0.44,0.995702005730659,0.9864359214218896
0.45,0.994269340974212,0.9859681945743686
0.46,0.994269340974212,0.9855004677268475
0.47,0.994269340974212,0.9836295603367633
0.48,0.994269340974212,0.9826941066417212
0.49,0.9928366762177651,0.9822263797942001
0.5,0.9928366762177651,0.979887745556595
0.51,0.9928366762177651,0.9784845650140318
0.52,0.9928366762177651,0.9775491113189897
0.53,0.9928366762177651,0.9756782039289055
0.54,0.9914040114613181,0.9742750233863424
0.55,0.9914040114613181,0.9714686623012161
0.56,0.9914040114613181,0.9686623012160898
0.57,0.9914040114613181,0.9663236669784846
0.58,0.9899713467048711,0.9635173058933583
0.59,0.9899713467048711,0.961178671655753
0.6,0.9899713467048711,0.9597754911131899
0.61,0.9899713467048711,0.9583723105706268
0.62,0.9899713467048711,0.9546304957904583
0.63,0.9885386819484241,0.9494855004677268
0.64,0.9871060171919771,0.9462114125350796
0.65,0.9871060171919771,0.9424695977549111
0.66,0.9856733524355301,0.941066417212348
0.67,0.9856733524355301,0.9377923292797007
0.68,0.9799426934097422,0.930776426566885
0.69,0.9785100286532952,0.9251637043966323
0.7,0.9756446991404012,0.9204864359214219
0.71,0.9742120343839542,0.9153414405986904
0.72,0.9727793696275072,0.912535079513564
0.73,0.9713467048710601,0.9073900841908326
0.74,0.9713467048710601,0.9050514499532273
0.75,0.9713467048710601,0.90177736202058
0.76,0.9713467048710601,0.8975678203928905
0.77,0.9656160458452722,0.8952291861552854
0.78,0.9656160458452722,0.8886810102899907
0.79,0.9656160458452722,0.883068288119738
0.8,0.9641833810888252,0.8797942001870908
0.81,0.9570200573065902,0.8760523854069223
0.82,0.9555873925501432,0.8718428437792329
0.83,0.9555873925501432,0.8690364826941066
0.84,0.9541547277936963,0.8592142188961647
0.85,0.9484240687679083,0.8493919550982226
0.86,0.9441260744985673,0.8423760523854069
0.87,0.9283667621776505,0.8302151543498597
0.88,0.9097421203438395,0.8180542563143124
0.89,0.8911174785100286,0.8072965388213283
0.9,0.8767908309455588,0.7927970065481759
0.91,0.8638968481375359,0.7712815715622077
0.92,0.8481375358166189,0.7581852198316184
0.93,0.8151862464183381,0.7310570626753976
0.94,0.7951289398280802,0.7221702525724977
0.95,0.7621776504297995,0.7043966323666978
0.96,0.7335243553008596,0.6777362020579981
0.97,0.6790830945558739,0.6309635173058934
0.98,0.6346704871060171,0.5888681010289991
0.99,0.5472779369627507,0.5229186155285314
1.0,0.0,0.0
